clusters,ratio_protein_%,Evolution_popu (%),Dispo_alimen_kcal,Dispo_alimen_prote,Revenu,PIB,Prod_%,Impor_%,Consommation,Reserve_%
1,0.8765673479210969,-1.1976791848785813,0.680500131272336,0.9262441485311821,-0.46438743584155523,0.7769138561662818,1.660024252160229,-0.5000177204496501,0.09796630966583192,-0.7339700241608792
2,1.309237619326064,-0.8822320775783072,1.5447467324853288,1.3406712562744405,1.9995832428479454,1.5639740613020783,-0.8740718271617715,-0.5000003244781865,1.7927333326250372,-1.578373682023784
3,0.056563175580641396,-0.18898197457888913,-0.3582728426697865,-0.3831066601533692,-0.5030601609488241,-0.5149582336202158,0.6597485450682437,-0.4999757535522807,-0.022272012509680864,0.4883657311745112
4,-1.131665099124186,1.4324220236701959,-1.3073330191564616,-1.4020858330800543,-0.5281020012102677,-1.0083545901126936,-0.7193767941728203,-0.5000062013317899,-1.0577104825773753,0.7274956143432195
5,-1.1107030437036156,0.8364712133655803,-0.5596410019314122,-0.48172291157220265,-0.5040336448472985,-0.8175750937354506,-0.7263241758938818,1.999999999811907,-0.8107171472038135,1.0964823606669325
